motor_name,avg_voltage_v,prop,throttle_pct,thrust_g,voltage_v,current_a,power_w,efficiency_gw,rpm
T-Motor Velox V2306 V3 2550KV,15.8,T-HOBBY T5143S-3,60,521.8,15.8,12.5,197.4,2.64,19778
T-Motor Velox V2306 V3 2550KV,15.7,T-HOBBY T5143S-3,80,762.9,15.7,19.8,310.8,2.45,23611
T-Motor Velox V2306 V3 2550KV,15.5,T-HOBBY T5143S-3,100,1091.2,15.5,32.8,508.6,2.15,27994
T-Motor Velox V2306 V3 1750KV,24.0,T-HOBBY T5147-3,20,186.2,24.0,1.9,46.6,4.0,10732
T-Motor Velox V2306 V3 1750KV,24.0,T-HOBBY T5147-3,40,471.7,24.0,6.2,147.6,3.2,16597
T-Motor Velox V2306 V3 1750KV,23.9,T-HOBBY T5147-3,60,746.5,23.9,11.9,284.5,2.62,20537
T-Motor Velox V2306 V3 1750KV,23.7,T-HOBBY T5147-3,80,1145.2,23.7,20.9,495.8,2.31,25207
T-Motor Velox V2306 V3 1750KV,23.5,T-HOBBY T5147-3,100,1577.9,23.5,34.9,820.7,1.92,29715
T-Motor Velox V2306 V3 1950KV,24.0,T-HOBBY T5147-3,20,208.8,24.0,2.4,57.0,3.66,11491
T-Motor Velox V2306 V3 1950KV,23.9,T-HOBBY T5147-3,40,542.1,23.9,7.8,186.5,2.91,17710
T-Motor Velox V2306 V3 1950KV,23.8,T-HOBBY T5147-3,60,845.3,23.8,14.9,354.2,2.39,21783
T-Motor Velox V2306 V3 1950KV,23.6,T-HOBBY T5147-3,80,1268.2,23.6,25.6,605.3,2.1,26358
T-Motor Velox V2306 V3 1950KV,23.4,T-HOBBY T5147-3,100,1688.7,23.4,41.7,976.0,1.73,30816
T-Motor Velox V2306 V3 2550KV,16.0,T-HOBBY T5147-3,20,137.8,16.0,2.3,36.2,3.81,10315
T-Motor Velox V2306 V3 2550KV,15.9,T-HOBBY T5147-3,40,367.3,15.9,6.9,109.9,3.34,15688
T-Motor Velox V2306 V3 2550KV,15.8,T-HOBBY T5147-3,60,576.7,15.8,12.8,202.1,2.85,19505
T-Motor Velox V2306 V3 2550KV,15.7,T-HOBBY T5147-3,80,849.4,15.7,20.6,324.3,2.62,23309
T-Motor Velox V2306 V3 2550KV,15.5,T-HOBBY T5147-3,100,1221.6,15.5,34.5,533.7,2.29,27522
T-Motor Velox V2306 V3 1500KV,32.0,T-HOBBY F5146-3,20,104.1,32.0,0.8,24.1,4.31,8851
T-Motor Velox V2306 V3 1500KV,32.0,T-HOBBY F5146-3,40,440.3,32.0,3.9,125.6,3.51,17136
T-Motor Velox V2306 V3 1500KV,31.9,T-HOBBY F5146-3,60,929.9,31.9,10.3,328.8,2.83,24159
T-Motor Velox V2306 V3 1500KV,31.7,T-HOBBY F5146-3,80,1443.4,31.7,20.9,662.0,2.18,29738
T-Motor Velox V2306 V3 1500KV,31.5,T-HOBBY F5146-3,100,1969.9,31.5,34.5,1088.2,1.81,34509
T-Motor Velox V2306 V3 1500KV,24.0,T-HOBBY T6143-3,10,17.7,24.0,0.2,3.7,4.83,3275
T-Motor Velox V2306 V3 1500KV,24.0,T-HOBBY T6143-3,20,71.3,24.0,0.6,15.1,4.74,6315
T-Motor Velox V2306 V3 1500KV,24.0,T-HOBBY T6143-3,30,156.0,24.0,1.7,39.9,3.91,9219
T-Motor Velox V2306 V3 1500KV,24.0,T-HOBBY T6143-3,40,280.6,24.0,3.4,82.4,3.41,11992
T-Motor Velox V2306 V3 1500KV,23.9,T-HOBBY T6143-3,50,432.5,23.9,6.1,145.7,2.97,14586
T-Motor Velox V2306 V3 1500KV,23.9,T-HOBBY T6143-3,60,595.4,23.9,9.6,228.5,2.61,16902
T-Motor Velox V2306 V3 1500KV,23.8,T-HOBBY T6143-3,70,768.0,23.8,13.9,332.3,2.31,18978
T-Motor Velox V2306 V3 1500KV,23.7,T-HOBBY T6143-3,80,943.9,23.7,19.2,455.3,2.07,20865
T-Motor Velox V2306 V3 1500KV,23.6,T-HOBBY T6143-3,90,1107.7,23.6,25.2,594.9,1.86,22509
T-Motor Velox V2306 V3 1500KV,23.5,T-HOBBY T6143-3,100,1251.0,23.5,31.6,743.1,1.68,23824
T-Motor Velox V2306 V3 1500KV,16.1,T-HOBBY C7.5X4.6X3,10,23.1,16.1,0.1,2.0,11.39,1850
T-Motor Velox V2306 V3 1500KV,16.0,T-HOBBY C7.5X4.6X3,20,95.5,16.0,0.7,11.1,8.58,3807
T-Motor Velox V2306 V3 1500KV,16.0,T-HOBBY C7.5X4.6X3,30,206.9,16.0,2.0,31.8,6.51,5522
T-Motor Velox V2306 V3 1500KV,16.0,T-HOBBY C7.5X4.6X3,40,344.3,16.0,4.1,66.1,5.21,7029
T-Motor Velox V2306 V3 1500KV,15.9,T-HOBBY C7.5X4.6X3,50,497.8,15.9,7.2,114.3,4.36,8329
T-Motor Velox V2306 V3 1500KV,15.9,T-HOBBY C7.5X4.6X3,60,653.0,15.9,10.9,173.2,3.77,9489
T-Motor Velox V2306 V3 1500KV,15.8,T-HOBBY C7.5X4.6X3,70,803.7,15.8,15.4,243.6,3.3,10490
T-Motor Velox V2306 V3 1500KV,15.7,T-HOBBY C7.5X4.6X3,80,939.1,15.7,20.5,321.3,2.92,11286
T-Motor Velox V2306 V3 1500KV,15.6,T-HOBBY C7.5X4.6X3,90,1051.3,15.6,25.9,403.8,2.6,11956
T-Motor Velox V2306 V3 1500KV,15.5,T-HOBBY C7.5X4.6X3,100,1150.5,15.5,31.8,493.7,2.33,12503
T-Motor Velox V2306 V3 1500KV,24.0,T-HOBBY GF7042-2,10,29.8,24.0,0.2,4.0,7.51,2888
T-Motor Velox V2306 V3 1500KV,24.0,T-HOBBY GF7042-2,20,120.4,24.0,0.9,21.1,5.71,5832
T-Motor Velox V2306 V3 1500KV,24.0,T-HOBBY GF7042-2,30,275.9,24.0,2.4,58.7,4.7,8561
T-Motor Velox V2306 V3 1500KV,24.0,T-HOBBY GF7042-2,40,474.2,24.0,5.1,122.8,3.86,10983
T-Motor Velox V2306 V3 1500KV,23.9,T-HOBBY GF7042-2,50,685.3,23.9,9.1,217.9,3.15,13078
T-Motor Velox V2306 V3 1500KV,23.8,T-HOBBY GF7042-2,60,889.1,23.8,14.1,335.3,2.65,14893
T-Motor Velox V2306 V3 1500KV,23.7,T-HOBBY GF7042-2,70,1074.5,23.7,19.7,466.4,2.3,16306
T-Motor Velox V2306 V3 1500KV,23.6,T-HOBBY GF7042-2,80,1233.8,23.6,26.0,614.3,2.01,17463
T-Motor Velox V2306 V3 1500KV,23.5,T-HOBBY GF7042-2,90,1353.1,23.5,32.6,767.1,1.76,18229
T-Motor Velox V2306 V3 1500KV,23.4,T-HOBBY GF7042-2,100,1435.1,23.4,39.2,917.7,1.56,18701
EMAX ECO II 2306 1700KV,25.2,5.0x4.0 DAL Cyclone 5040,,300.0,25.2,2.8,70.56,4.25,15700
EMAX ECO II 2306 1700KV,25.2,5.0x4.0 DAL Cyclone 5040,,500.0,25.2,5.4,136.08,3.67,20100
EMAX ECO II 2306 1700KV,25.2,5.0x4.0 DAL Cyclone 5040,,700.0,25.2,8.5,214.2,3.27,23400
EMAX ECO II 2306 1700KV,25.2,5.0x4.0 DAL Cyclone 5040,,1500.0,25.2,23.5,592.2,2.53,
EMAX ECO II 2306 1700KV,25.2,5.0x5.0 DAL Cyclone 5050,,300.0,25.2,2.9,73.08,4.11,13200
EMAX ECO II 2306 1700KV,25.2,5.0x5.0 DAL Cyclone 5050,,500.0,25.2,5.6,141.12,3.54,16700
EMAX ECO II 2306 1700KV,25.2,5.0x5.0 DAL Cyclone 5050,,700.0,25.2,9.4,236.88,2.96,19800
EMAX ECO II 2306 1700KV,25.2,5.0x5.0 DAL Cyclone 5050,,1710.0,25.2,34.8,876.96,1.95,
EMAX ECO II 2306 1700KV,25.2,5.0x4.6 DAL Cyclone 5046,,300.0,25.2,2.9,73.08,4.11,13900
EMAX ECO II 2306 1700KV,25.2,5.0x4.6 DAL Cyclone 5046,,500.0,25.2,5.5,138.6,3.61,17800
EMAX ECO II 2306 1700KV,25.2,5.0x4.6 DAL Cyclone 5046,,700.0,25.2,8.8,221.76,3.16,20600
EMAX ECO II 2306 1700KV,25.2,5.0x4.6 DAL Cyclone 5046,,1690.0,25.2,30.5,768.6,2.2,
EMAX ECO II 2306 1700KV,25.2,5.5x4.0x3 HQ,,300.0,25.2,2.6,65.52,4.58,12700
EMAX ECO II 2306 1700KV,25.2,5.5x4.0x3 HQ,,500.0,25.2,5.0,126.0,3.97,16100
EMAX ECO II 2306 1700KV,25.2,5.5x4.0x3 HQ,,700.0,25.2,7.9,199.08,3.52,18900
EMAX ECO II 2306 1700KV,25.2,5.5x4.0x3 HQ,,1850.0,25.2,31.8,801.36,2.31,
EMAX ECO II 2306 1700KV,25.2,5.0x4.3x3 HQ,,300.0,25.2,2.7,68.04,4.41,13900
EMAX ECO II 2306 1700KV,25.2,5.0x4.3x3 HQ,,500.0,25.2,5.2,131.04,3.82,17700
EMAX ECO II 2306 1700KV,25.2,5.0x4.3x3 HQ,,700.0,25.2,8.5,214.2,3.27,21100
EMAX ECO II 2306 1700KV,25.2,5.0x4.3x3 HQ,,1670.0,25.2,26.8,675.36,2.47,
EMAX ECO II 2306 1700KV,25.2,5.0x4.8x3 HQ,,300.0,25.2,2.8,70.56,4.25,14000
EMAX ECO II 2306 1700KV,25.2,5.0x4.8x3 HQ,,500.0,25.2,5.5,138.6,3.61,17700
EMAX ECO II 2306 1700KV,25.2,5.0x4.8x3 HQ,,700.0,25.2,8.2,206.64,3.39,21000
EMAX ECO II 2306 1700KV,25.2,5.0x4.8x3 HQ,,1680.0,25.2,29.4,740.88,2.27,
EMAX ECO II 2306 1700KV,25.2,5.0x4.5x3 GF 5045-3,,300.0,25.2,2.8,70.56,4.25,14800
EMAX ECO II 2306 1700KV,25.2,5.0x4.5x3 GF 5045-3,,500.0,25.2,5.4,136.08,3.67,19000
EMAX ECO II 2306 1700KV,25.2,5.0x4.5x3 GF 5045-3,,700.0,25.2,8.6,216.72,3.23,22300
EMAX ECO II 2306 1700KV,25.2,5.0x4.5x3 GF 5045-3,,1570.0,25.2,27.1,682.92,2.3,
EMAX ECO II 2306 1900KV,25.2,5.0x4.0 DAL Cyclone 5040,,300.0,25.2,3.0,75.6,3.97,15800
EMAX ECO II 2306 1900KV,25.2,5.0x4.0 DAL Cyclone 5040,,500.0,25.2,5.8,146.16,3.42,20200
EMAX ECO II 2306 1900KV,25.2,5.0x4.0 DAL Cyclone 5040,,700.0,25.2,9.1,229.32,3.05,23500
EMAX ECO II 2306 1900KV,25.2,5.0x4.0 DAL Cyclone 5040,,1780.0,25.2,33.2,836.64,2.13,
EMAX ECO II 2306 1900KV,25.2,5.0x5.0 DAL Cyclone 5050,,300.0,25.2,2.8,70.56,4.25,12580
EMAX ECO II 2306 1900KV,25.2,5.0x5.0 DAL Cyclone 5050,,500.0,25.2,5.6,141.12,3.54,16340
EMAX ECO II 2306 1900KV,25.2,5.0x5.0 DAL Cyclone 5050,,700.0,25.2,9.5,239.4,2.92,19100
EMAX ECO II 2306 1900KV,25.2,5.0x5.0 DAL Cyclone 5050,,1990.0,25.2,45.8,1154.16,1.72,
EMAX ECO II 2306 1900KV,25.2,5.0x4.6 DAL Cyclone 5046,,300.0,25.2,2.9,73.08,4.11,12700
EMAX ECO II 2306 1900KV,25.2,5.0x4.6 DAL Cyclone 5046,,500.0,25.2,5.7,143.64,3.48,17700
EMAX ECO II 2306 1900KV,25.2,5.0x4.6 DAL Cyclone 5046,,700.0,25.2,9.4,236.88,2.96,20800
EMAX ECO II 2306 1900KV,25.2,5.0x4.6 DAL Cyclone 5046,,1970.0,25.2,41.4,1043.28,1.89,
EMAX ECO II 2306 1900KV,25.2,5.0x4.3x3 HQ,,300.0,25.2,2.8,70.56,4.25,13900
EMAX ECO II 2306 1900KV,25.2,5.0x4.3x3 HQ,,500.0,25.2,5.3,133.56,3.74,17700
EMAX ECO II 2306 1900KV,25.2,5.0x4.3x3 HQ,,700.0,25.2,8.7,219.24,3.19,20900
EMAX ECO II 2306 1900KV,25.2,5.0x4.3x3 HQ,,1930.0,25.2,36.8,927.36,2.08,
EMAX ECO II 2306 1900KV,25.2,5.0x4.8x3 HQ,,300.0,25.2,2.9,73.08,4.11,13600
EMAX ECO II 2306 1900KV,25.2,5.0x4.8x3 HQ,,500.0,25.2,5.7,143.64,3.48,17700
EMAX ECO II 2306 1900KV,25.2,5.0x4.8x3 HQ,,700.0,25.2,9.2,231.84,3.02,19700
EMAX ECO II 2306 1900KV,25.2,5.0x4.8x3 HQ,,1960.0,25.2,38.8,977.76,2.0,
EMAX ECO II 2306 1900KV,25.2,5.0x4.5x3 GF 5045-3,,300.0,25.2,2.9,73.08,4.11,15100
EMAX ECO II 2306 1900KV,25.2,5.0x4.5x3 GF 5045-3,,500.0,25.2,5.5,138.6,3.61,19000
EMAX ECO II 2306 1900KV,25.2,5.0x4.5x3 GF 5045-3,,700.0,25.2,9.0,226.8,3.09,22500
EMAX ECO II 2306 1900KV,25.2,5.0x4.5x3 GF 5045-3,,1860.0,25.2,36.4,917.28,2.03,
EMAX ECO II 2306 2400KV,16.8,5.0x4.0 DAL Cyclone 5040,,300.0,16.8,4.2,70.56,4.25,15700
EMAX ECO II 2306 2400KV,16.8,5.0x4.0 DAL Cyclone 5040,,500.0,16.8,8.3,139.44,3.59,19700
EMAX ECO II 2306 2400KV,16.8,5.0x4.0 DAL Cyclone 5040,,700.0,16.8,13.4,225.12,3.11,23420
EMAX ECO II 2306 2400KV,16.8,5.0x4.0 DAL Cyclone 5040,,1290.0,16.8,28.8,483.84,2.67,
EMAX ECO II 2306 2400KV,16.8,5.0x5.0 DAL Cyclone 5050,,300.0,16.8,4.3,72.24,4.15,12850
EMAX ECO II 2306 2400KV,16.8,5.0x5.0 DAL Cyclone 5050,,500.0,16.8,8.8,147.84,3.38,16600
EMAX ECO II 2306 2400KV,16.8,5.0x5.0 DAL Cyclone 5050,,700.0,16.8,14.8,248.64,2.82,19700
EMAX ECO II 2306 2400KV,16.8,5.0x5.0 DAL Cyclone 5050,,1480.0,16.8,43.5,730.8,2.03,
EMAX ECO II 2306 2400KV,16.8,5.0x4.6 DAL Cyclone 5046,,300.0,16.8,4.2,70.56,4.25,13900
EMAX ECO II 2306 2400KV,16.8,5.0x4.6 DAL Cyclone 5046,,500.0,16.8,8.4,141.12,3.54,17600
EMAX ECO II 2306 2400KV,16.8,5.0x4.6 DAL Cyclone 5046,,700.0,16.8,13.7,230.16,3.04,20600
EMAX ECO II 2306 2400KV,16.8,5.0x4.6 DAL Cyclone 5046,,1480.0,16.8,36.8,618.24,2.39,
EMAX ECO II 2306 2400KV,16.8,5.5x4.0x3 HQ,,300.0,16.8,3.8,63.84,4.7,12600
EMAX ECO II 2306 2400KV,16.8,5.5x4.0x3 HQ,,500.0,16.8,7.5,126.0,3.97,15900
EMAX ECO II 2306 2400KV,16.8,5.5x4.0x3 HQ,,700.0,16.8,12.3,206.64,3.39,18700
EMAX ECO II 2306 2400KV,16.8,5.5x4.0x3 HQ,,1620.0,16.8,39.8,668.64,2.42,
EMAX ECO II 2306 2400KV,16.8,5.0x4.3x3 HQ,,300.0,16.8,4.2,70.56,4.25,13900
EMAX ECO II 2306 2400KV,16.8,5.0x4.3x3 HQ,,500.0,16.8,8.1,136.08,3.67,17870
EMAX ECO II 2306 2400KV,16.8,5.0x4.3x3 HQ,,700.0,16.8,12.9,216.72,3.23,21400
EMAX ECO II 2306 2400KV,16.8,5.0x4.3x3 HQ,,1410.0,16.8,32.4,544.32,2.59,
EMAX ECO II 2306 2400KV,16.8,5.0x4.8x3 HQ,,300.0,16.8,4.1,68.88,4.36,13800
EMAX ECO II 2306 2400KV,16.8,5.0x4.8x3 HQ,,500.0,16.8,8.4,141.12,3.54,17800
EMAX ECO II 2306 2400KV,16.8,5.0x4.8x3 HQ,,700.0,16.8,13.6,228.48,3.06,21200
EMAX ECO II 2306 2400KV,16.8,5.0x4.8x3 HQ,,1490.0,16.8,35.3,593.04,2.51,
EMAX ECO II 2306 2400KV,16.8,5.0x4.5x3 GF 5045-3,,300.0,16.8,4.2,70.56,4.25,15300
EMAX ECO II 2306 2400KV,16.8,5.0x4.5x3 GF 5045-3,,500.0,16.8,8.3,139.44,3.59,19200
EMAX ECO II 2306 2400KV,16.8,5.0x4.5x3 GF 5045-3,,700.0,16.8,13.3,223.44,3.13,22800
EMAX ECO II 2306 2400KV,16.8,5.0x4.5x3 GF 5045-3,,1380.0,16.8,32.7,549.36,2.51,
