motor_name,avg_voltage_v,prop,throttle_pct,thrust_g,voltage_v,current_a,power_w,efficiency_gw,rpm
MAD BSC2812 925KV,25.0,9.0x5.0x3,85,2575.0,25.0,37.28,932.0,2.8,12514
MAD BSC2812 925KV,25.0,9.0x5.0x3,90,2715.0,25.0,41.77,1044.3,2.6,12864
MAD BSC2812 925KV,25.0,9.0x5.0x3,95,2842.0,25.0,46.35,1158.8,2.5,13139
MAD BSC2812 925KV,25.0,9.0x5.0x3,100,2927.0,25.0,50.49,1262.3,2.3,13349
iFlight XING-E Pro 2207 1800KV,24.0,5.0x5.0,50,617.0,24.0,6.53,156.7,3.937,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x5.0,60,797.0,24.0,10.2,244.8,3.256,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x5.0,70,1094.0,24.0,14.81,355.4,3.078,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x5.0,80,1286.0,24.0,20.62,494.9,2.599,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x5.0,90,1422.0,24.0,26.62,638.9,2.226,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x5.0,100,1613.0,24.0,33.28,798.7,2.02,
iFlight XING-E Pro 2207 1800KV,24.0,5.1x3.1x3,50,593.0,24.0,6.0,144.0,4.118,
iFlight XING-E Pro 2207 1800KV,24.0,5.1x3.1x3,60,767.0,24.0,9.2,220.8,3.474,
iFlight XING-E Pro 2207 1800KV,24.0,5.1x3.1x3,70,1069.0,24.0,13.33,319.9,3.342,
iFlight XING-E Pro 2207 1800KV,24.0,5.1x3.1x3,80,1262.0,24.0,18.55,445.2,2.835,
iFlight XING-E Pro 2207 1800KV,24.0,5.1x3.1x3,90,1405.0,24.0,23.88,573.1,2.452,
iFlight XING-E Pro 2207 1800KV,24.0,5.1x3.1x3,100,1603.0,24.0,29.88,717.1,2.235,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x4.5,50,602.0,24.0,5.6,134.4,4.479,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x4.5,60,773.0,24.0,8.2,196.8,3.928,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x4.5,70,1084.0,24.0,12.27,294.5,3.681,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x4.5,80,1253.0,24.0,16.55,397.2,3.155,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x4.5,90,1399.0,24.0,21.42,514.1,2.721,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x4.5,100,1598.0,24.0,27.48,659.5,2.423,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x4.3,50,589.0,24.0,6.2,148.8,3.958,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x4.3,60,753.0,24.0,9.33,223.9,3.363,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x4.3,70,1058.0,24.0,13.73,329.5,3.211,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x4.3,80,1231.0,24.0,18.35,440.4,2.795,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x4.3,90,1372.0,24.0,23.48,563.5,2.435,
iFlight XING-E Pro 2207 1800KV,24.0,5.0x4.3,100,1567.0,24.0,29.95,718.8,2.18,
iFlight XING-E Pro 2207 1800KV,24.0,6.0x4.5,50,801.0,24.0,7.73,185.5,4.318,
iFlight XING-E Pro 2207 1800KV,24.0,6.0x4.5,60,1005.0,24.0,11.8,283.2,3.549,
iFlight XING-E Pro 2207 1800KV,24.0,6.0x4.5,70,1256.0,24.0,16.68,400.3,3.138,
iFlight XING-E Pro 2207 1800KV,24.0,6.0x4.5,80,1495.0,24.0,22.42,538.1,2.778,
iFlight XING-E Pro 2207 1800KV,24.0,6.0x4.5,90,1685.0,24.0,29.08,697.9,2.414,
iFlight XING-E Pro 2207 1800KV,24.0,6.0x4.5,100,1899.0,24.0,35.22,845.3,2.247,
iFlight XING2 2809 1250KV,24.0,8.0x4.0x3,50,994.0,24.0,9.26,221.1,4.5,
iFlight XING2 2809 1250KV,24.0,8.0x4.0x3,60,1409.0,24.0,15.62,371.4,3.79,
iFlight XING2 2809 1250KV,24.0,8.0x4.0x3,70,1726.0,24.0,21.45,508.6,3.39,
iFlight XING2 2809 1250KV,24.0,8.0x4.0x3,80,2158.0,24.0,29.85,703.9,3.07,
iFlight XING2 2809 1250KV,24.0,8.0x4.0x3,90,2564.0,24.0,39.27,920.5,2.79,
iFlight XING2 2809 1250KV,24.0,8.0x4.0x3,100,2933.0,24.0,49.23,1147.1,2.56,
iFlight XING2 2809 1250KV,24.0,7.0x4.0,50,579.0,24.0,5.0,119.7,4.83,
iFlight XING2 2809 1250KV,24.0,7.0x4.0,60,794.0,24.0,7.77,185.63,4.28,
iFlight XING2 2809 1250KV,24.0,7.0x4.0,70,1094.0,24.0,11.78,280.84,3.9,
iFlight XING2 2809 1250KV,24.0,7.0x4.0,80,1432.0,24.0,17.1,406.3,3.52,
iFlight XING2 2809 1250KV,24.0,7.0x4.0,90,1722.0,24.0,23.22,549.62,3.13,
iFlight XING2 2809 1250KV,24.0,7.0x4.0,100,2092.0,24.0,30.36,715.28,2.92,
AOS Supernova 2207 1980KV,22.5,5.1x3.6 GF5136R,50,839.0,21.0,10.0,210.0,3.995,
AOS Supernova 2207 1980KV,22.5,5.1x3.6 GF5136R,100,2184.0,21.0,49.6,1041.6,2.097,
AOS Supernova 2207 1980KV,22.5,5.1x3.6 GF5136R,50,1006.0,24.0,11.9,285.6,3.522,
AOS Supernova 2207 1980KV,22.5,5.1x3.6 GF5136R,100,2521.0,24.0,59.4,1425.6,1.768,
AOS Supernova 2207 1980KV,22.5,5.1x4.66 GF51466R,50,861.0,21.0,10.1,212.1,4.059,
AOS Supernova 2207 1980KV,22.5,5.1x4.66 GF51466R,100,2278.0,21.0,51.0,1071.0,2.127,
AOS Supernova 2207 1980KV,22.5,5.1x4.66 GF51466R,50,1040.0,24.0,12.1,290.4,3.581,
AOS Supernova 2207 1980KV,22.5,5.1x4.66 GF51466R,100,2547.0,24.0,60.7,1456.8,1.748,
AOS Supernova 2207 1980KV,22.5,5.1x3.6 HQ R36,50,811.0,21.0,9.4,197.4,4.108,
AOS Supernova 2207 1980KV,22.5,5.1x3.6 HQ R36,100,2025.0,21.0,44.7,938.7,2.157,
AOS Supernova 2207 1980KV,22.5,5.1x3.6 HQ R36,50,997.0,24.0,11.7,280.8,3.551,
AOS Supernova 2207 1980KV,22.5,5.1x3.6 HQ R36,100,2236.0,24.0,54.4,1305.6,1.713,
AOS Supernova 2207 1980KV,22.5,5.1x3.8 HQ R38,50,806.0,21.0,9.8,205.8,3.916,
AOS Supernova 2207 1980KV,22.5,5.1x3.8 HQ R38,100,1941.0,21.0,47.2,991.2,1.958,
AOS Supernova 2207 1980KV,22.5,5.1x3.8 HQ R38,50,981.0,24.0,12.2,292.8,3.35,
AOS Supernova 2207 1980KV,22.5,5.1x3.8 HQ R38,100,2279.0,24.0,57.7,1384.8,1.646,
AOS Supernova 2207 1980KV,22.5,5.1x4.85 DAL T5148.5,50,759.0,21.0,8.9,186.9,4.061,
AOS Supernova 2207 1980KV,22.5,5.1x4.85 DAL T5148.5,100,1967.0,21.0,43.9,921.9,2.134,
AOS Supernova 2207 1980KV,22.5,5.1x4.85 DAL T5148.5,50,920.0,24.0,10.4,249.6,3.686,
AOS Supernova 2207 1980KV,22.5,5.1x4.85 DAL T5148.5,100,2311.0,24.0,54.3,1303.2,1.773,
T-Motor Velox V2207 V3 1750KV,24.0,4.9in P49436-3,20,194.5,24.0,2.2,52.1,3.73,12307
T-Motor Velox V2207 V3 1750KV,24.0,4.9in P49436-3,40,470.0,24.0,6.6,159.1,2.95,18547
T-Motor Velox V2207 V3 1750KV,24.0,4.9in P49436-3,60,704.2,23.9,11.7,280.2,2.51,22434
T-Motor Velox V2207 V3 1750KV,24.0,4.9in P49436-3,80,979.6,23.8,17.9,424.8,2.31,26350
T-Motor Velox V2207 V3 1750KV,24.0,4.9in P49436-3,100,1370.9,23.6,30.2,711.2,1.93,31292
T-Motor Velox V2207 V3 1950KV,24.0,4.9in P49436-3,20,233.7,24.0,2.7,65.6,3.56,13356
T-Motor Velox V2207 V3 1950KV,24.0,4.9in P49436-3,40,546.2,23.9,8.5,203.4,2.69,19837
T-Motor Velox V2207 V3 1950KV,24.0,4.9in P49436-3,60,815.0,23.8,14.7,349.3,2.33,24088
T-Motor Velox V2207 V3 1950KV,24.0,4.9in P49436-3,80,1166.7,23.7,23.5,557.4,2.09,28670
T-Motor Velox V2207 V3 1950KV,24.0,4.9in P49436-3,100,1582.0,23.4,39.5,925.9,1.71,33872
T-Motor Velox V2207 V3 2050KV,24.0,4.9in P49436-3,20,239.3,24.0,3.2,75.9,3.15,13798
T-Motor Velox V2207 V3 2050KV,24.0,4.9in P49436-3,40,573.0,23.9,9.8,234.9,2.44,20520
T-Motor Velox V2207 V3 2050KV,24.0,4.9in P49436-3,60,852.0,23.8,16.3,388.1,2.2,24790
T-Motor Velox V2207 V3 2050KV,24.0,4.9in P49436-3,80,1204.2,23.6,26.7,631.3,1.91,29485
T-Motor Velox V2207 V3 2050KV,24.0,4.9in P49436-3,100,1634.3,23.4,44.7,1043.5,1.57,34693
T-Motor Velox V2207 V3 2550KV,16.0,4.9in P49436-3,20,158.4,16.0,2.9,45.9,3.45,11410
T-Motor Velox V2207 V3 2550KV,16.0,4.9in P49436-3,40,402.6,15.9,8.8,139.7,2.88,17473
T-Motor Velox V2207 V3 2550KV,16.0,4.9in P49436-3,60,605.9,15.8,15.2,240.9,2.52,21299
T-Motor Velox V2207 V3 2550KV,16.0,4.9in P49436-3,80,845.2,15.7,23.2,364.1,2.32,24912
T-Motor Velox V2207 V3 2550KV,16.0,4.9in P49436-3,100,1191.8,15.4,38.0,586.4,2.03,29422
T-Motor Velox V2207 V3 1750KV,24.0,5.1x4.3x3 T5143S-3,20,177.1,24.0,2.2,52.7,3.36,12164
T-Motor Velox V2207 V3 1750KV,24.0,5.1x4.3x3 T5143S-3,40,451.0,24.0,6.7,160.8,2.8,18437
T-Motor Velox V2207 V3 1750KV,24.0,5.1x4.3x3 T5143S-3,60,691.0,23.9,11.7,278.1,2.48,22450
T-Motor Velox V2207 V3 1750KV,24.0,5.1x4.3x3 T5143S-3,80,970.4,23.8,18.1,431.0,2.25,26282
T-Motor Velox V2207 V3 1750KV,24.0,5.1x4.3x3 T5143S-3,100,1352.5,23.6,30.4,717.4,1.89,31191
T-Motor Velox V2207 V3 1950KV,24.0,5.1x4.3x3 T5143S-3,20,224.2,24.0,2.7,65.7,3.41,13096
T-Motor Velox V2207 V3 1950KV,24.0,5.1x4.3x3 T5143S-3,40,530.6,23.9,8.6,204.6,2.59,19650
T-Motor Velox V2207 V3 1950KV,24.0,5.1x4.3x3 T5143S-3,60,802.9,23.8,15.0,357.8,2.24,23947
T-Motor Velox V2207 V3 1950KV,24.0,5.1x4.3x3 T5143S-3,80,1141.7,23.7,23.9,566.3,2.02,28482
T-Motor Velox V2207 V3 1950KV,24.0,5.1x4.3x3 T5143S-3,100,1572.5,23.4,39.9,934.5,1.68,33633
T-Motor Velox V2207 V3 2050KV,24.0,5.1x4.3x3 T5143S-3,20,230.0,24.0,3.2,76.7,3.0,13499
T-Motor Velox V2207 V3 2050KV,24.0,5.1x4.3x3 T5143S-3,40,557.0,23.9,9.9,235.7,2.4,20279
T-Motor Velox V2207 V3 2050KV,24.0,5.1x4.3x3 T5143S-3,60,837.4,23.8,16.5,392.0,2.1,24678
T-Motor Velox V2207 V3 2050KV,24.0,5.1x4.3x3 T5143S-3,80,1197.0,23.6,27.0,637.5,1.9,29334
T-Motor Velox V2207 V3 2050KV,24.0,5.1x4.3x3 T5143S-3,100,1614.9,23.4,44.8,1046.4,1.5,34478
T-Motor Velox V2207 V3 2550KV,16.0,5.1x4.3x3 T5143S-3,20,148.3,16.0,2.9,45.6,3.3,11309
T-Motor Velox V2207 V3 2550KV,16.0,5.1x4.3x3 T5143S-3,40,390.0,15.9,8.8,139.5,2.8,17353
T-Motor Velox V2207 V3 2550KV,16.0,5.1x4.3x3 T5143S-3,60,599.2,15.8,15.4,242.5,2.5,21098
T-Motor Velox V2207 V3 2550KV,16.0,5.1x4.3x3 T5143S-3,80,841.5,15.7,23.5,368.6,2.3,24774
T-Motor Velox V2207 V3 2550KV,16.0,5.1x4.3x3 T5143S-3,100,1178.9,15.4,38.4,592.1,2.0,29252
EMAX ECO II 2207 1700KV,25.2,5.0x4.0 DAL Cyclone 5040,,300.0,25.2,2.9,73.08,4.11,15800
EMAX ECO II 2207 1700KV,25.2,5.0x4.0 DAL Cyclone 5040,,500.0,25.2,5.3,133.56,3.74,19900
EMAX ECO II 2207 1700KV,25.2,5.0x4.0 DAL Cyclone 5040,,700.0,25.2,8.4,211.68,3.31,23600
EMAX ECO II 2207 1700KV,25.2,5.0x4.0 DAL Cyclone 5040,,1610.0,25.2,26.2,660.24,2.44,
EMAX ECO II 2207 1700KV,25.2,5.0x5.0 DAL Cyclone 5050,,300.0,25.2,2.8,70.56,4.25,12900
EMAX ECO II 2207 1700KV,25.2,5.0x5.0 DAL Cyclone 5050,,500.0,25.2,5.7,143.64,3.48,16800
EMAX ECO II 2207 1700KV,25.2,5.0x5.0 DAL Cyclone 5050,,700.0,25.2,9.4,236.88,2.96,19700
EMAX ECO II 2207 1700KV,25.2,5.0x5.0 DAL Cyclone 5050,,1850.0,25.2,35.8,902.16,2.05,
EMAX ECO II 2207 1700KV,25.2,5.0x4.6 DAL Cyclone 5046,,300.0,25.2,2.7,68.04,4.41,13900
EMAX ECO II 2207 1700KV,25.2,5.0x4.6 DAL Cyclone 5046,,500.0,25.2,5.5,138.6,3.61,17700
EMAX ECO II 2207 1700KV,25.2,5.0x4.6 DAL Cyclone 5046,,700.0,25.2,8.7,219.24,3.19,20800
EMAX ECO II 2207 1700KV,25.2,5.0x4.6 DAL Cyclone 5046,,1830.0,25.2,34.6,871.92,2.1,
EMAX ECO II 2207 1700KV,25.2,5.5x4.0x3 HQ,,300.0,25.2,2.6,65.52,4.58,12500
EMAX ECO II 2207 1700KV,25.2,5.5x4.0x3 HQ,,500.0,25.2,4.9,123.48,4.05,16100
EMAX ECO II 2207 1700KV,25.2,5.5x4.0x3 HQ,,700.0,25.2,7.9,199.08,3.52,18800
EMAX ECO II 2207 1700KV,25.2,5.5x4.0x3 HQ,,1980.0,25.2,35.8,902.16,2.19,
EMAX ECO II 2207 1700KV,25.2,5.0x4.3x3 HQ,,300.0,25.2,2.7,68.04,4.41,13900
EMAX ECO II 2207 1700KV,25.2,5.0x4.3x3 HQ,,500.0,25.2,5.3,133.56,3.74,18300
EMAX ECO II 2207 1700KV,25.2,5.0x4.3x3 HQ,,700.0,25.2,8.6,216.72,3.23,21800
EMAX ECO II 2207 1700KV,25.2,5.0x4.3x3 HQ,,1780.0,25.2,28.8,725.76,2.45,
EMAX ECO II 2207 1700KV,25.2,5.0x4.8x3 HQ,,300.0,25.2,2.8,70.56,4.25,13800
EMAX ECO II 2207 1700KV,25.2,5.0x4.8x3 HQ,,500.0,25.2,5.5,138.6,3.61,17900
EMAX ECO II 2207 1700KV,25.2,5.0x4.8x3 HQ,,700.0,25.2,8.5,214.2,3.27,21100
EMAX ECO II 2207 1700KV,25.2,5.0x4.8x3 HQ,,1820.0,25.2,30.7,773.64,2.35,
EMAX ECO II 2207 1700KV,25.2,5.0x4.5x3 GF 5045-3,,300.0,25.2,2.8,70.56,4.25,14800
EMAX ECO II 2207 1700KV,25.2,5.0x4.5x3 GF 5045-3,,500.0,25.2,5.5,138.6,3.61,19000
EMAX ECO II 2207 1700KV,25.2,5.0x4.5x3 GF 5045-3,,700.0,25.2,8.8,221.76,3.16,22200
EMAX ECO II 2207 1700KV,25.2,5.0x4.5x3 GF 5045-3,,1720.0,25.2,29.2,735.84,2.34,
T-Motor F60 Pro V 2207.5 1750KV,25.2,T-HOBBY T5147-3,20,227.0,25.2,2.1,53.6,4.24,11132
T-Motor F60 Pro V 2207.5 1750KV,25.2,T-HOBBY T5147-3,40,558.6,25.2,6.6,165.2,3.38,16928
T-Motor F60 Pro V 2207.5 1750KV,25.1,T-HOBBY T5147-3,60,910.7,25.1,13.7,342.4,2.66,21409
T-Motor F60 Pro V 2207.5 1750KV,25.0,T-HOBBY T5147-3,80,1403.4,25.0,24.3,606.9,2.31,26122
T-Motor F60 Pro V 2207.5 1750KV,24.8,T-HOBBY T5147-3,100,1882.5,24.8,40.5,1002.8,1.88,30527
T-Motor F60 Pro V 2207.5 1950KV,25.2,T-HOBBY T5147-3,20,257.8,25.2,2.6,65.9,3.91,11979
T-Motor F60 Pro V 2207.5 1950KV,25.2,T-HOBBY T5147-3,40,635.8,25.2,8.6,215.4,2.95,18222
T-Motor F60 Pro V 2207.5 1950KV,25.1,T-HOBBY T5147-3,60,996.7,25.1,17.6,441.3,2.26,22540
T-Motor F60 Pro V 2207.5 1950KV,24.9,T-HOBBY T5147-3,80,1559.5,24.9,30.5,758.4,2.06,27582
T-Motor F60 Pro V 2207.5 1950KV,24.7,T-HOBBY T5147-3,100,1990.4,24.7,49.3,1215.8,1.64,31401
T-Motor F60 Pro V 2207.5 2020KV,25.2,T-HOBBY T5147-3,20,265.1,25.2,2.7,67.5,3.93,12105
T-Motor F60 Pro V 2207.5 2020KV,25.2,T-HOBBY T5147-3,40,667.1,25.2,9.6,240.2,2.78,18557
T-Motor F60 Pro V 2207.5 2020KV,25.0,T-HOBBY T5147-3,60,1054.7,25.0,19.8,494.3,2.13,22983
T-Motor F60 Pro V 2207.5 2020KV,24.9,T-HOBBY T5147-3,80,1636.1,24.9,33.7,837.9,1.95,28069
T-Motor F60 Pro V 2207.5 2020KV,24.6,T-HOBBY T5147-3,100,2025.5,24.6,52.7,1297.1,1.56,31628
T-Motor F60 Pro V 2207.5 2550KV,16.8,T-HOBBY T5147-3,20,188.3,16.8,2.9,49.2,3.83,10441
T-Motor F60 Pro V 2207.5 2550KV,16.7,T-HOBBY T5147-3,40,492.1,16.7,9.2,153.4,3.21,16163
T-Motor F60 Pro V 2207.5 2550KV,16.6,T-HOBBY T5147-3,60,783.9,16.6,18.3,303.6,2.58,20173
T-Motor F60 Pro V 2207.5 2550KV,16.5,T-HOBBY T5147-3,80,1199.9,16.5,31.6,520.9,2.3,24339
T-Motor F60 Pro V 2207.5 2550KV,16.3,T-HOBBY T5147-3,100,1629.4,16.3,50.7,824.6,1.98,28250
T-Motor F60 Pro V 2207.5 1750KV,25.2,GF 51466-3,20,222.9,25.2,2.1,52.7,4.23,11954
T-Motor F60 Pro V 2207.5 1750KV,25.2,GF 51466-3,40,565.0,25.2,6.8,170.1,3.32,18208
T-Motor F60 Pro V 2207.5 1750KV,25.1,GF 51466-3,60,877.6,25.1,13.2,330.2,2.66,22349
T-Motor F60 Pro V 2207.5 1750KV,25.0,GF 51466-3,80,1340.0,25.0,22.1,551.8,2.43,27050
T-Motor F60 Pro V 2207.5 1750KV,24.8,GF 51466-3,100,1829.2,24.8,37.7,935.5,1.96,31867
T-Motor F60 Pro V 2207.5 1950KV,25.2,GF 51466-3,20,254.8,25.2,2.4,60.6,4.2,12682
T-Motor F60 Pro V 2207.5 1950KV,25.2,GF 51466-3,40,639.2,25.2,8.5,214.1,2.98,19262
T-Motor F60 Pro V 2207.5 1950KV,25.1,GF 51466-3,60,981.0,25.1,16.1,404.4,2.43,23495
T-Motor F60 Pro V 2207.5 1950KV,24.9,GF 51466-3,80,1530.8,24.9,28.2,703.0,2.18,28763
T-Motor F60 Pro V 2207.5 1950KV,24.7,GF 51466-3,100,1958.3,24.7,46.9,1158.9,1.69,33163
T-Motor F60 Pro V 2207.5 2020KV,25.2,GF 51466-3,20,260.9,25.2,2.6,65.2,4.0,13071
T-Motor F60 Pro V 2207.5 2020KV,25.2,GF 51466-3,40,654.2,25.2,9.3,233.6,2.8,19740
T-Motor F60 Pro V 2207.5 2020KV,25.1,GF 51466-3,60,1014.5,25.1,17.3,433.0,2.34,24135
T-Motor F60 Pro V 2207.5 2020KV,24.9,GF 51466-3,80,1558.0,24.9,31.1,773.5,2.01,29275
T-Motor F60 Pro V 2207.5 2020KV,24.7,GF 51466-3,100,1973.4,24.7,51.1,1260.4,1.57,33538
T-Motor F60 Pro V 2207.5 2550KV,16.8,GF 51466-3,20,192.6,16.8,2.9,48.2,4.0,11249
T-Motor F60 Pro V 2207.5 2550KV,16.8,GF 51466-3,40,496.7,16.8,9.2,153.3,3.24,17276
T-Motor F60 Pro V 2207.5 2550KV,16.7,GF 51466-3,60,779.9,16.7,16.9,282.0,2.77,21242
T-Motor F60 Pro V 2207.5 2550KV,16.5,GF 51466-3,80,1151.2,16.5,29.0,479.0,2.4,25404
T-Motor F60 Pro V 2207.5 2550KV,16.3,GF 51466-3,100,1610.7,16.3,47.6,775.6,2.08,29502
T-Motor Velox V2306 V3 1500KV,32.0,T-HOBBY P49436-3,20,96.4,32.0,0.8,24.7,3.9,8892
T-Motor Velox V2306 V3 1500KV,32.0,T-HOBBY P49436-3,40,399.1,32.0,3.9,124.9,3.2,17183
T-Motor Velox V2306 V3 1500KV,31.9,T-HOBBY P49436-3,60,867.8,31.9,10.4,331.8,2.62,24164
T-Motor Velox V2306 V3 1500KV,31.7,T-HOBBY P49436-3,80,1320.9,31.7,20.9,664.4,1.99,29738
T-Motor Velox V2306 V3 1500KV,31.5,T-HOBBY P49436-3,100,1760.0,31.5,34.5,1087.2,1.62,34658
T-Motor Velox V2306 V3 1750KV,24.0,T-HOBBY P49436-3,20,176.6,24.0,1.9,45.1,3.92,11818
T-Motor Velox V2306 V3 1750KV,24.0,T-HOBBY P49436-3,40,439.4,24.0,6.0,142.9,3.07,18030
T-Motor Velox V2306 V3 1750KV,23.9,T-HOBBY P49436-3,60,664.2,23.9,10.7,255.2,2.6,22021
T-Motor Velox V2306 V3 1750KV,23.8,T-HOBBY P49436-3,80,953.8,23.8,17.8,422.3,2.26,26399
T-Motor Velox V2306 V3 1750KV,23.6,T-HOBBY P49436-3,100,1353.1,23.6,30.0,706.6,1.91,31486
T-Motor Velox V2306 V3 1950KV,24.0,T-HOBBY P49436-3,20,194.3,24.0,2.3,55.6,3.49,12593
T-Motor Velox V2306 V3 1950KV,23.9,T-HOBBY P49436-3,40,483.5,23.9,7.3,175.5,2.76,19012
T-Motor Velox V2306 V3 1950KV,23.8,T-HOBBY P49436-3,60,740.1,23.8,13.3,316.1,2.34,23336
T-Motor Velox V2306 V3 1950KV,23.7,T-HOBBY P49436-3,80,1074.2,23.7,22.0,520.8,2.06,27880
T-Motor Velox V2306 V3 1950KV,23.5,T-HOBBY P49436-3,100,1466.9,23.5,36.8,863.9,1.7,32945
T-Motor Velox V2306 V3 2550KV,16.0,T-HOBBY P49436-3,20,121.4,16.0,2.3,36.2,3.35,10520
T-Motor Velox V2306 V3 2550KV,15.9,T-HOBBY P49436-3,40,332.5,15.9,6.8,108.3,3.07,16221
T-Motor Velox V2306 V3 2550KV,15.9,T-HOBBY P49436-3,60,531.8,15.9,12.3,195.3,2.72,19987
T-Motor Velox V2306 V3 2550KV,15.7,T-HOBBY P49436-3,80,758.5,15.7,19.4,305.6,2.48,23741
T-Motor Velox V2306 V3 2550KV,15.5,T-HOBBY P49436-3,100,1087.0,15.5,32.3,502.2,2.16,28139
T-Motor Velox V2306 V3 1750KV,24.0,T-HOBBY T5143S-3,20,167.1,24.0,1.9,45.3,3.69,11566
T-Motor Velox V2306 V3 1750KV,24.0,T-HOBBY T5143S-3,40,426.8,24.0,6.0,143.1,2.98,17835
T-Motor Velox V2306 V3 1750KV,23.9,T-HOBBY T5143S-3,60,659.1,23.9,10.8,258.2,2.55,21876
T-Motor Velox V2306 V3 1750KV,23.8,T-HOBBY T5143S-3,80,961.5,23.8,17.9,425.3,2.26,26306
T-Motor Velox V2306 V3 1750KV,23.6,T-HOBBY T5143S-3,100,1356.8,23.6,30.3,714.2,1.9,31362
T-Motor Velox V2306 V3 1950KV,24.0,T-HOBBY T5143S-3,20,191.9,24.0,2.3,56.3,3.41,12356
T-Motor Velox V2306 V3 1950KV,23.9,T-HOBBY T5143S-3,40,477.6,23.9,7.4,176.2,2.71,18868
T-Motor Velox V2306 V3 1950KV,23.8,T-HOBBY T5143S-3,60,743.7,23.8,13.4,320.4,2.32,23124
T-Motor Velox V2306 V3 1950KV,23.7,T-HOBBY T5143S-3,80,1070.7,23.7,22.2,526.5,2.03,27814
T-Motor Velox V2306 V3 1950KV,23.5,T-HOBBY T5143S-3,100,1481.3,23.5,37.1,871.8,1.7,32792
T-Motor Velox V2306 V3 2550KV,16.0,T-HOBBY T5143S-3,20,126.7,16.0,2.3,36.1,3.51,10367
T-Motor Velox V2306 V3 2550KV,15.9,T-HOBBY T5143S-3,40,330.3,15.9,6.8,108.8,3.04,16014
